intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
2400000,0.041928721174004195,0.851063829787234,0.041928721174004195,0.41322756038862646,77.26666666666667,81.0,57.36567401814046,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCA_022778605.1 Bacteroidales bacterium,b10e06ae2b2b470cca5f3d2ec61a240c,0.851063829787234,2400000,0,54840000,outputs.mapping/bams.cds.rand/SRR5240744.x.s__Sodaliphilus sp004557565.fastq.gz,SRR5240744.x.s__Sodaliphilus sp004557565,ef1fe8ed,57240000,51,DNA,10000,5724,True,0.9397025899994517,0.9968428736965438,0.9682727318479978,0.9968428736965438,False,18544,18544,44876,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565
2340000,0.040880503144654086,0.4449152542372881,0.018343815513626835,0.11418129958106783,48.8,21.0,50.67927161501604,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCA_945868055.1 uncultured Bacteroidales bacterium,ed93b3bb850e46b98f8ec092aaaaa7cc,0.9915254237288136,1050000,1,53790000,outputs.mapping/bams.cds.rand/SRR5240744.x.s__Sodaliphilus sp004557565.fastq.gz,SRR5240744.x.s__Sodaliphilus sp004557565,ef1fe8ed,57240000,51,DNA,10000,5724,True,0.9392362114620724,0.9998331376550718,0.969534674558572,0.9998331376550718,False,5124,23668,44876,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565
670000,0.011705101327742837,0.2914798206278027,0.011355695317959469,0.006640520545503164,4.584615384615384,4.0,3.037672731105472,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCA_945828145.1 uncultured bacterium,734e69b96295aaca25871ea81bf3eb56,0.3004484304932735,650000,2,53140000,outputs.mapping/bams.cds.rand/SRR5240744.x.s__Sodaliphilus sp004557565.fastq.gz,SRR5240744.x.s__Sodaliphilus sp004557565,ef1fe8ed,57240000,51,DNA,10000,5724,True,0.9164842448810803,0.9766977672068853,0.9465910060439828,0.9766977672068853,False,298,23966,44876,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004559845
2330000,0.0407058001397624,0.22021660649819494,0.010656883298392733,0.04612710580265621,33.9344262295082,11.0,39.56603480154018,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCA_905204325.1 uncultured Porphyromonadaceae bacterium,645fe03a01c479a691eda418b2b86f91,0.8411552346570397,610000,3,52530000,outputs.mapping/bams.cds.rand/SRR5240744.x.s__Sodaliphilus sp004557565.fastq.gz,SRR5240744.x.s__Sodaliphilus sp004557565,ef1fe8ed,57240000,51,DNA,10000,5724,True,0.9391573435767412,0.996613999343504,0.9678856714601226,0.996613999343504,False,2070,26036,44876,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565
2120000,0.037037037037037035,0.1634980988593156,0.007512229210342418,0.02689633657188698,28.069767441860463,14.0,32.990763576208195,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCA_963635225.1 Fusicatenibacter saccharivorans,0de2bdec2abdc1c3e2bf4a82531f168a,0.8060836501901141,430000,4,52100000,outputs.mapping/bams.cds.rand/SRR5240744.x.s__Sodaliphilus sp004557565.fastq.gz,SRR5240744.x.s__Sodaliphilus sp004557565,ef1fe8ed,57240000,51,DNA,10000,5724,True,0.9374196305041738,0.9957821016510875,0.9666008660776306,0.9957821016510875,False,1207,27243,44876,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565
1620000,0.02830188679245283,0.11728395061728394,0.006638714185883997,0.02778768161155183,32.81578947368421,16.0,37.50217906872942,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCA_958443075.1 uncultured Bacteroidales bacterium,b365a74db3c884bc4e8f8060d6dbf0c5,0.5,380000,5,51720000,outputs.mapping/bams.cds.rand/SRR5240744.x.s__Sodaliphilus sp004557565.fastq.gz,SRR5240744.x.s__Sodaliphilus sp004557565,ef1fe8ed,57240000,51,DNA,10000,5724,True,0.9324884022446837,0.9865008210958766,0.95949461167028,0.9865008210958766,False,1247,28490,44876,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565
2300000,0.04018169112508735,0.10702341137123746,0.005590496156533892,0.031286210892236384,43.875,21.0,52.353217427394085,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCA_004555465.1 Bacteroidales bacterium,99814d3e4ab21bde1c42de1ad05e6ed7,0.7692307692307693,320000,6,51400000,outputs.mapping/bams.cds.rand/SRR5240744.x.s__Sodaliphilus sp004557565.fastq.gz,SRR5240744.x.s__Sodaliphilus sp004557565,ef1fe8ed,57240000,51,DNA,10000,5724,True,0.9389187331904911,0.9948688124077333,0.9668937727991123,0.9948688124077333,False,1404,29894,44876,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565
2140000,0.03738644304682041,0.10483870967741936,0.004542278127183787,0.009849362688296639,17.0,3.0,26.992876553183148,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCA_963614995.1 Roseburia faecis,64568321cc92bb6d3df969e370aa5af9,0.8629032258064516,260000,7,51140000,outputs.mapping/bams.cds.rand/SRR5240744.x.s__Sodaliphilus sp004557565.fastq.gz,SRR5240744.x.s__Sodaliphilus sp004557565,ef1fe8ed,57240000,51,DNA,10000,5724,True,0.937592237117312,0.9971129455579498,0.9673525913376309,0.9971129455579498,False,442,30336,44876,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565
1910000,0.033368273934311674,0.08664259927797834,0.0041928721174004195,0.011542918263659862,21.583333333333332,7.0,33.600491894547545,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCA_004557945.1 Bacteroidales bacterium,09e14cec75f525839d7e831d2f205eca,0.6895306859205776,240000,8,50900000,outputs.mapping/bams.cds.rand/SRR5240744.x.s__Sodaliphilus sp004557565.fastq.gz,SRR5240744.x.s__Sodaliphilus sp004557565,ef1fe8ed,57240000,51,DNA,10000,5724,True,0.9355042388158281,0.9927374014861857,0.964120820151007,0.9927374014861857,False,518,30854,44876,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565
1470000,0.025681341719077568,0.0782312925170068,0.004018169112508735,0.008802032266690437,17.17391304347826,4.0,28.910133884329035,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCA_934636145.1 uncultured Muribaculaceae bacterium,b0e31cb48be0c0ef6a03eae1385a4602,0.5,230000,9,50670000,outputs.mapping/bams.cds.rand/SRR5240744.x.s__Sodaliphilus sp004557565.fastq.gz,SRR5240744.x.s__Sodaliphilus sp004557565,ef1fe8ed,57240000,51,DNA,10000,5724,True,0.9307135431233146,0.9865008210958766,0.9586071821095956,0.9865008210958766,False,395,31249,44876,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565
