intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
1940000,0.0805313408053134,0.97,0.0805313408053134,0.10424632722881867,10.68041237113402,10.0,9.321902367407407,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCA_022783965.1 Lactobacillus amylovorus,1d29f2ab8f049a4b7017b74dd0d238f0,0.97,1940000,0,22150000,outputs.mapping/bams.cds.rand/SRR14369136.x.s__Lactobacillus amylovorus.fastq.gz,SRR14369136.x.s__Lactobacillus amylovorus,5594a3a1,24090000,51,DNA,10000,2409,True,0.9518057672069555,0.9994029389494827,0.9756043530782191,0.9994029389494827,False,2072,2072,19876,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus amylovorus
1040000,0.043171440431714406,0.4248927038626609,0.0410958904109589,0.09926544576373515,19.92929292929293,13.0,45.90949650341441,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCF_012843635.1 Limosilactobacillus reuteri,9639afd1941534ee2484545de9a3fe84,0.44635193133047213,990000,1,21160000,outputs.mapping/bams.cds.rand/SRR14369136.x.s__Lactobacillus amylovorus.fastq.gz,SRR14369136.x.s__Lactobacillus amylovorus,5594a3a1,24090000,51,DNA,10000,2409,True,0.9402409194364588,0.9843078071370961,0.9622743632867774,0.9843078071370961,False,1973,4045,19876,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus reuteri_I
770000,0.0319634703196347,0.3768844221105528,0.031133250311332503,0.013030790903602334,3.453333333333333,3.0,2.2526626220739066,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCA_034182735.1 Lactobacillus johnsonii,b358b3a1829d99a669c807114085e118,0.3869346733668342,750000,2,20410000,outputs.mapping/bams.cds.rand/SRR14369136.x.s__Lactobacillus amylovorus.fastq.gz,SRR14369136.x.s__Lactobacillus amylovorus,5594a3a1,24090000,51,DNA,10000,2409,True,0.934715595246107,0.9815546022805279,0.9581350987633175,0.9815546022805279,False,259,4304,19876,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp910589675
540000,0.0224159402241594,0.0002305032654629274,0.0224159402241594,0.004779633729120547,1.7592592592592593,1.0,3.65115499323659,/group/ctbrowngrp5/sourmash-db.new/ncbi-euks-2025.01/ncbi-euks-all-2025.01-k51.dna.rocksdb,GCF_000003025.6 pig (Sus scrofa),2edac3821d65091319e98478f22e942c,0.0002305032654629274,540000,3,19870000,outputs.mapping/bams.cds.rand/SRR14369136.x.s__Lactobacillus amylovorus.fastq.gz,SRR14369136.x.s__Lactobacillus amylovorus,5594a3a1,24090000,51,DNA,10000,2409,True,0.9282350848918389,0.8485548944173626,0.8883949896546008,0.9282350848918389,False,95,4399,19876,Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa;unclassified Sus scrofa subspecies/strain
1870000,0.0776255707762557,0.10810810810810811,0.009962640099626401,0.009358019722278125,7.75,7.5,5.65869537378832,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCA_034115305.1 Lactobacillus amylovorus,65a0aa43917458e4176370713b44a7d7,0.8423423423423423,240000,4,19630000,outputs.mapping/bams.cds.rand/SRR14369136.x.s__Lactobacillus amylovorus.fastq.gz,SRR14369136.x.s__Lactobacillus amylovorus,5594a3a1,24090000,51,DNA,10000,2409,True,0.951120162758353,0.9966415587906114,0.9738808607744822,0.9966415587906114,False,186,4585,19876,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus amylovorus
610000,0.0253217102532171,0.1188118811881188,0.009962640099626401,0.002414972831555645,2.0,1.0,2.140872096444188,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCA_034087145.1 Limosilactobacillus reuteri,ef0d65e1c0df3d78212a8dddea8a644b,0.30198019801980197,240000,5,19390000,outputs.mapping/bams.cds.rand/SRR14369136.x.s__Lactobacillus amylovorus.fastq.gz,SRR14369136.x.s__Lactobacillus amylovorus,5594a3a1,24090000,51,DNA,10000,2409,True,0.9304562166162544,0.9767951606812404,0.9536256886487474,0.9767951606812404,False,48,4633,19876,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus reuteri_J
1820000,0.07555002075550021,0.06334841628959276,0.005811540058115401,0.009156771986315154,13.0,12.5,7.521398046336104,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCA_946406335.1 Lactobacillus amylovorus,99f0ae694758036f2ba3fe38cd4c2b19,0.8235294117647058,140000,6,19250000,outputs.mapping/bams.cds.rand/SRR14369136.x.s__Lactobacillus amylovorus.fastq.gz,SRR14369136.x.s__Lactobacillus amylovorus,5594a3a1,24090000,51,DNA,10000,2409,True,0.950614861896772,0.9962002566885372,0.9734075592926545,0.9962002566885372,False,182,4815,19876,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus amylovorus
130000,0.005396430053964301,0.04609929078014184,0.005396430053964301,0.11305091567719863,172.84615384615384,9.0,549.3673068811272,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCA_022778605.1 Bacteroidales bacterium,b10e06ae2b2b470cca5f3d2ec61a240c,0.04609929078014184,130000,7,19120000,outputs.mapping/bams.cds.rand/SRR14369136.x.s__Lactobacillus amylovorus.fastq.gz,SRR14369136.x.s__Lactobacillus amylovorus,5594a3a1,24090000,51,DNA,10000,2409,True,0.9026751795502769,0.9414514449892983,0.9220633122697877,0.9414514449892983,False,2247,7062,19876,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565
970000,0.0402656704026567,0.05392156862745098,0.0045662100456621,0.010012074864157778,18.09090909090909,8.0,28.535319567334746,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCF_002128555.1 Limosilactobacillus reuteri,8721dc57e124709bd46ec3bcb1504feb,0.47549019607843135,110000,8,19010000,outputs.mapping/bams.cds.rand/SRR14369136.x.s__Lactobacillus amylovorus.fastq.gz,SRR14369136.x.s__Lactobacillus amylovorus,5594a3a1,24090000,51,DNA,10000,2409,True,0.9389571708734523,0.9855290776357729,0.9622431242546126,0.9855290776357729,False,199,7261,19876,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus reuteri_I
420000,0.017434620174346202,0.046296296296296294,0.004151100041511001,0.0018615415576574764,3.7,2.0,4.337049688440288,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCF_002888655.1 Limosilactobacillus reuteri,6d2e99f8dc84c6052b4697418f9ebf99,0.19444444444444445,100000,9,18910000,outputs.mapping/bams.cds.rand/SRR14369136.x.s__Lactobacillus amylovorus.fastq.gz,SRR14369136.x.s__Lactobacillus amylovorus,5594a3a1,24090000,51,DNA,10000,2409,True,0.9236722408817671,0.9684000752015629,0.946036158041665,0.9684000752015629,False,37,7298,19876,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus reuteri_J
