intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
310000,0.028703703703703703,0.15736040609137056,0.028703703703703703,0.017956499747091553,2.2903225806451615,1.0,5.442921110811949,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCA_002950865.1 Lactobacillus amylovorus,55d24b643dff806fbd28b21392eedd22,0.15736040609137056,310000,0,10490000,outputs.mapping/bams.cds.rand/ERR3211891.x.s__Lactobacillus amylovorus.fastq.gz,ERR3211891.x.s__Lactobacillus amylovorus,b82d6fd1,10800000,51,DNA,10000,1080,True,0.932746201251518,0.9643903417181041,0.948568271484811,0.9643903417181041,False,71,71,3954,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus amylovorus
110000,0.010185185185185186,0.04405286343612335,0.009259259259259259,0.012139605462822459,4.8,1.0,9.77547952787995,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCF_002128525.1 Limosilactobacillus reuteri,e977a17d9615e03a93166b90b0d4839c,0.048458149779735685,100000,1,10390000,outputs.mapping/bams.cds.rand/ERR3211891.x.s__Lactobacillus amylovorus.fastq.gz,ERR3211891.x.s__Lactobacillus amylovorus,b82d6fd1,10800000,51,DNA,10000,1080,True,0.9139881545759589,0.9423730962617879,0.9281806254188734,0.9423730962617879,False,48,119,3954,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus reuteri_I
80000,0.007407407407407408,0.0326530612244898,0.007407407407407408,0.01997976732422863,9.875,7.0,9.306415797717186,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCA_946411645.1 uncultured Bacteroidales bacterium,6c1751babf68dc3c1f04424863bbb1ed,0.0326530612244898,80000,2,10310000,outputs.mapping/bams.cds.rand/ERR3211891.x.s__Lactobacillus amylovorus.fastq.gz,ERR3211891.x.s__Lactobacillus amylovorus,b82d6fd1,10800000,51,DNA,10000,1080,True,0.9082988192772692,0.9351068814759577,0.9217028503766134,0.9351068814759577,False,79,198,3954,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565
80000,0.007407407407407408,0.025477707006369428,0.007407407407407408,0.03464845725847243,17.125,20.0,11.698691166109139,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCF_021531995.1 Faecalicatena contorta,4c931f1f8c50725e7bbd3ba64e4670a1,0.025477707006369428,80000,3,10230000,outputs.mapping/bams.cds.rand/ERR3211891.x.s__Lactobacillus amylovorus.fastq.gz,ERR3211891.x.s__Lactobacillus amylovorus,b82d6fd1,10800000,51,DNA,10000,1080,True,0.9082988192772692,0.9305682739038047,0.919433546590537,0.9305682739038047,False,137,335,3954,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A contorta_A
70000,0.006481481481481481,0.024054982817869417,0.006481481481481481,0.2101669195751138,118.71428571428571,29.0,216.68193562106143,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCF_002251295.1 Prevotella sp. P5-50,e0b4f5e74144729f3a8f0c0fb991e304,0.024054982817869417,70000,4,10160000,outputs.mapping/bams.cds.rand/ERR3211891.x.s__Lactobacillus amylovorus.fastq.gz,ERR3211891.x.s__Lactobacillus amylovorus,b82d6fd1,10800000,51,DNA,10000,1080,True,0.9059237650633146,0.92952039354004,0.9177220793016774,0.92952039354004,False,831,1166,3954,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002251295
80000,0.007407407407407408,0.013793103448275862,0.005555555555555556,0.010369246332827516,6.833333333333333,6.0,5.550275268448904,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCA_963661995.1 Bacteroidaceae bacterium,c8c559163d1e781f1ce7fc37d76b4f80,0.01839080459770115,60000,5,10100000,outputs.mapping/bams.cds.rand/ERR3211891.x.s__Lactobacillus amylovorus.fastq.gz,ERR3211891.x.s__Lactobacillus amylovorus,b82d6fd1,10800000,51,DNA,10000,1080,True,0.9082988192772692,0.9246397577377756,0.9164692885075224,0.9246397577377756,False,41,1207,3954,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900546535
50000,0.004629629629629629,0.03125,0.004629629629629629,0.0012645422357106728,1.0,1.0,0.0,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCA_945948055.1 Lactobacillus johnsonii,b2cdc21f17ec9d37e77938487770e6e1,0.03125,50000,6,10050000,outputs.mapping/bams.cds.rand/ERR3211891.x.s__Lactobacillus amylovorus.fastq.gz,ERR3211891.x.s__Lactobacillus amylovorus,b82d6fd1,10800000,51,DNA,10000,1080,True,0.8999666104581765,0.9343019501159521,0.9171342802870643,0.9343019501159521,True,5,1212,3954,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp910589675
50000,0.004629629629629629,0.017167381974248927,0.003703703703703704,0.0037936267071320183,3.75,1.5,4.205650960315181,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCA_040930005.1 Erysipelotrichaceae bacterium 1033st1_E7_1033SCRN_220408,fb12c6d106ff67f7d8c41d7e54dfed16,0.02145922746781116,40000,7,10010000,outputs.mapping/bams.cds.rand/ERR3211891.x.s__Lactobacillus amylovorus.fastq.gz,ERR3211891.x.s__Lactobacillus amylovorus,b82d6fd1,10800000,51,DNA,10000,1080,True,0.8999666104581765,0.9274415542177646,0.9137040823379705,0.9274415542177646,True,15,1227,3954,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella sp900556915
60000,0.005555555555555556,0.01084010840108401,0.003703703703703704,0.008851795649974709,8.75,4.5,9.54921462739214,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCA_027661805.1 Lachnospiraceae bacterium AM100_B9A,9e4e1bf4fa1cd7f3d372deb6be84c80b,0.016260162601626018,40000,8,9970000,outputs.mapping/bams.cds.rand/ERR3211891.x.s__Lactobacillus amylovorus.fastq.gz,ERR3211891.x.s__Lactobacillus amylovorus,b82d6fd1,10800000,51,DNA,10000,1080,True,0.9031896880401206,0.9224100313639713,0.9127998597020459,0.9224100313639713,True,35,1262,3954,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pilosibacter;s__Pilosibacter fragilis
50000,0.004629629629629629,0.011204481792717087,0.003703703703703704,0.03464845725847243,34.25,15.0,38.26470305647229,/group/ctbrowngrp5/sourmash-db.new/gtdb-rs226/gtdb-rs226-k51.dna.rocksdb,GCF_036938235.1 Segatella copri,325bb3d595b9ee96ec4edc2aed5c772c,0.014005602240896359,40000,9,9930000,outputs.mapping/bams.cds.rand/ERR3211891.x.s__Lactobacillus amylovorus.fastq.gz,ERR3211891.x.s__Lactobacillus amylovorus,b82d6fd1,10800000,51,DNA,10000,1080,True,0.8999666104581765,0.9197143786914176,0.9098404945747971,0.9197143786914176,True,137,1399,3954,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri
